Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24,Sensor_25,Sensor_26,Sensor_27,Sensor_28,Sensor_29,Sensor_30,Sensor_31,Sensor_32,Sensor_33,Sensor_34,Sensor_35,Sensor_36,Sensor_37,Sensor_38,Sensor_39,Sensor_40,Sensor_41,Sensor_42,Sensor_43,Sensor_44,Sensor_45,Sensor_46,Sensor_47,Sensor_48,Sensor_49,Sensor_50,Sensor_51,Sensor_52,Sensor_53,Sensor_54,Sensor_55,Sensor_56,Sensor_57,Sensor_58,Sensor_59,Sensor_60,Sensor_61,Sensor_62,Sensor_63,Sensor_64,Sensor_65,Sensor_66,Sensor_67,Sensor_68,Sensor_69,Sensor_70,Sensor_71,Sensor_72,Sensor_73,Sensor_74,Sensor_75,Sensor_76,Sensor_77,Sensor_78,Sensor_79,Sensor_80,Sensor_81,Sensor_82,Sensor_83,Sensor_84,Sensor_85,Sensor_86,Sensor_87,Sensor_88,Sensor_89,Sensor_90,Sensor_91,Sensor_92,Sensor_93,Sensor_94,Sensor_95,Sensor_96,Sensor_97
0.10923732346380294,0.2349635807876252,0.3542923616135559,0.1407927671866361,0.31206685083558,0.29488290649449844,0.2993444489229727,0.4470209648121774,0.031120653246205898,0.7477159324931517,0.009565304596865982,0.46291721946233866,0.5101034660063603,0.020458823765323448,0.4771208548647833,0.4221353124765495,0.20094402306410944,0.5346606162883425,0.056348137032276355,0.7054880273581665,0.5158607773378293,0.35296229282024927,0.5568372457495305,0.45987591460228144,0.00041391493392712545,0.0,0.003094520162832052,0.001412835933576531,0.0036794055560443345,0.004911459344421458,0.000981618049125793,0.0017286702120209252,0.4447868190556628,0.0020159882974969665,0.5469281511985656,0.009458951071103484,0.37878058690562866,0.6700190734381044,0.5805169296701107,0.2917480724891697,0.038866430810018594,0.14846173376381688,0.010744853950345764,0.007314227008103428,0.29621360669953534,0.5742845761818816,0.5556595626344252,0.3286882701938768,0.4657423835732639,0.2107062934471042,0.2558744259695202,2.900974019090526e-08,1.6256144978758795e-11,0.06313013630127003,0.24898616204257534,0.002262662422547667,0.0,0.0,0.02835019886905702,0.0031840974917093728,6.896913710868893e-05,0.0002749637095733278,0.5011944657246371,0.8777380427728383,0.3333985985412783,0.7140143577425652,0.23911969005731024,0.6624517289476586,0.3423911428783542,0.607900561920871,0.001527492873669615,0.00010061446671697122,0.6012558279641224,3.399948796775327e-05,0.2377287480737174,0.35773098547171983,0.0014344556228741946,0.2819122558292485,0.4712299485577492,0.2991374120951408,0.50061405831985,0.8213172178315475,0.2255426658594509,0.0463242092182271,0.5115002001122647,0.0003010351153903704,0.4222922709884318,0.23311672983309434,0.0028896324320746166,0.008217615690517995,0.30360842363589463,0.019942686580732446,0.012092227680740184,0.02492710257607673,0.007543819649339622,0.3871519567048788,0.660319303370244
0.09208216048481843,0.24888322419921433,0.3745046397822185,0.12319651102704364,0.33032214487655454,0.31170589219508116,0.3162494555501119,0.45011266288063406,0.02500036869190036,0.7294273431485552,0.011614835430429947,0.41903617209858574,0.5155743138362529,0.020322555097837206,0.4787752423735456,0.4221353124765495,0.20857518855493054,0.5346606162883425,0.06516303361069667,0.7054880273581665,0.5158607773378293,0.3528836979566308,0.6882296839903569,0.3527171317879381,0.0004193000925196987,0.0,0.005646950969983321,0.0008615965008282548,0.007345644121489689,0.0027351714225604734,0.003706489389033254,0.0017306298002366801,0.21526697931383412,0.004024762250568871,0.5469286759649086,0.005267650782137868,0.3553116337656661,0.6701877633704918,0.5808428112460177,0.29176083269929787,0.038866430810018594,0.14846173376381688,0.013148096524687191,0.008794429997862759,0.2680846564207076,0.5744481422182284,0.5851662172383559,0.34088081874187376,0.4346913108990815,0.10538415983681608,0.12731234166130928,3.549835172577899e-08,1.2662420217607453e-11,0.057095290734194636,0.122301086052095,0.0022626622863644846,0.0,0.0,0.028357795923322014,0.0035261380546821267,6.852855004834493e-05,0.00021213424516859595,0.5011944657246371,0.8777380427728383,0.3333985985412783,0.8137509771751047,0.23527216614477733,0.7774503463764183,0.3423911428783542,0.6079005766984971,0.0017686315927668672,0.000100291287500095,0.6012558279641224,3.399948796775327e-05,0.19344874033981904,0.3321787722237398,0.0005481996010984184,0.28290841221027047,0.46107006747081836,0.2972158009048607,0.40737131130687554,0.7594644420942405,0.22704795617664408,0.04709640194213786,0.41622983571973804,0.00037610621648522587,0.1317318436647033,0.23311672983309434,0.00576892447168787,0.004576379198744282,0.28644585741492845,0.019942686580732446,0.013281768726525244,0.02424242641327225,0.00865394900096594,0.3662810157268563,0.6534986160781898
0.122604041891124,0.2548222720548256,0.386632006683416,0.1535528091779992,0.3387097124088943,0.32179968361543076,0.3241134125223702,0.4410997687345586,0.02720734214496099,0.7725696479359072,0.01758976038896774,0.3344862679366298,0.5178285394376345,0.01886913507135469,0.47802581246645914,0.4221353124765495,0.2034877448943832,0.5346606162883425,0.16087559145702196,0.7054880273581665,0.5158607773378293,0.35009635446663784,0.5640584178483898,0.30991370616980374,0.0003294241349701647,0.0,0.008234141928328415,0.0007374020097927195,0.011018195929930804,0.002295643560320369,0.006433503342866051,0.0017949886190394568,0.15653380745722753,0.006036995301531681,0.5469332209909414,0.004421166620961209,0.3444490995388041,0.6706134490561488,0.574808954311669,0.2884386026547893,0.038866430810018594,0.14846173376381688,0.03084104939456749,0.013245148002716057,0.21395112562419305,0.5743892555576419,0.5947146256671412,0.35383526632330903,0.4423586123904165,0.07380932311570129,0.08877033077138337,5.260090940598161e-08,1.2345753911782706e-11,0.04777880330088194,0.08652489531872859,0.0022626624041739455,0.0,0.0,0.028316794103360077,0.0,6.79643749151865e-05,0.0002974095317620214,0.5011944657246371,0.8777380427728383,0.3333985985412783,0.7884650693712005,0.24495085334253644,0.7544476081150086,0.3423911428783542,0.6078627065563718,0.001623958898285541,0.00010441384330642657,0.6012558279641224,3.399948796775327e-05,0.13881814436124187,0.3832831987196998,0.0013339523626728178,0.2832404643372779,0.5029664843241413,0.3032777908453318,0.2923258352890456,0.6832374269691894,0.2252917841399187,0.048501057278013605,0.2986826293895209,0.0002957801383137306,0.17341913596366004,0.23311672983309434,0.008653173255529726,0.003840957874891161,0.27829824895459104,0.019942686580732446,0.011317078781355874,0.026041561085702603,0.012113012946932011,0.3190698454469534,0.6505870892266286
0.11899350823205282,0.25909096270104637,0.39298443696499563,0.14903056704264223,0.3443836551513595,0.3270869076927567,0.3289757669076074,0.4330484634194373,0.026739303397115097,0.7489706492838015,0.008524557635733983,0.49761154645120387,0.5194021650465879,0.02118254361440266,0.48183848031041154,0.4221353124765495,0.2136617987548519,0.5346606162883425,0.06343827012179673,0.7054880273581665,0.5158607773378293,0.4097035233378505,0.5123268476669338,0.2618969973513517,0.0005510354443516181,0.0,0.010951346998379474,0.00039159682156658925,0.014816455377983253,0.0012102769000586966,0.009255758027333262,0.0017667911720797341,0.11448337738606822,0.008118105002948559,0.5469330132062192,0.002330865263731612,0.3378017985857047,0.670440943718741,0.577814399859104,0.29414169652735966,0.038866430810018594,0.14846173376381688,0.005125075632600879,0.006408989620150359,0.3180196496830491,0.5744517170309873,0.5992630097327791,0.3596776019965845,0.4550766604512993,0.15143431574427993,0.12476853091711841,2.5473978478014927e-08,9.005711026684611e-12,0.06749773565612745,0.0705757732720091,0.002262662295310236,0.0,0.0,0.02834492932873451,0.002923042708271696,6.447305134609101e-05,0.00030593783698634915,0.5011944657246371,0.8777380427728383,0.41674824817659784,0.7791788806860867,0.2614294895272265,0.7406550094851343,0.3423911428783542,0.6079320679756557,0.0016560966781958273,8.660576427391553e-05,0.6012558279641224,3.399948796775327e-05,0.2825745281724983,0.40031800755168645,0.0013248157026545112,0.2516955122715787,0.4917591928158774,0.30302025532498494,0.5949858434106842,0.8838818546626708,0.20120713906482718,0.04925118735266977,0.6079860511406179,0.0003753555054742773,0.09004455136574656,0.23311672983309434,0.011636146912732863,0.0020249417554196077,0.27328571552571945,0.019942686580732446,0.01129639176115519,0.02545990199053408,0.006735075333568957,0.3988227833047949,0.6486865476532359
0.12803841333713897,0.2611325104014128,0.3970268925987282,0.15255244770406332,0.34759066626666574,0.3304515048328733,0.33312806253245464,0.4373996661903551,0.030667645339576142,0.7666840271672796,0.04075475557304613,0.20667648088326115,0.5203424525796512,0.019382035751697196,0.4774963566375262,0.4221353124765495,0.1984003012338358,0.5346606162883425,0.0643932644889049,0.7054880273581665,0.5158607773378293,0.37133279882823517,0.6439496539482045,0.42184197495332976,0.0004682305000762726,0.0,0.011207173425505946,0.000824514177559874,0.01494090339081841,0.002602371056175119,0.00934972112134279,0.0005927949485421918,0.11541594980035967,0.00818629148951574,0.5468513754558365,0.005011891326592246,0.33221077992887416,0.6694808893190012,0.5821263011513106,0.29384306838212343,0.038866430810018594,0.14846173376381688,0.024788318843459552,0.030496115882505753,0.13235186592835343,0.5739447611159496,0.5775176466702098,0.34316684876726317,0.46606481981849684,0.014292400454860799,0.016120647683869324,1.1878523021924952e-07,1.0280574673088523e-11,0.03086931410383048,0.0165051934223748,0.002262662304259992,0.0,0.0,0.028316794103360077,0.0,6.135186088986211e-05,0.00030774988084079994,0.5011944657246371,0.8777380427728383,0.41674824817659784,0.6738228701266769,0.1857123923482138,0.6118487195482116,0.3423911428783542,0.6080051587040735,0.0005788488325805652,4.161755980889028e-05,0.6012558279641224,3.399948796775327e-05,0.05880394277975739,0.0,0.001589778843185413,0.28390456859129265,0.5020238149449414,0.5051460179479467,0.12383130467947054,0.18218053057262443,0.2252917841399187,0.04853782836010459,0.12652408790973918,0.0004496758955581842,0.0883770596737883,0.23311672983309434,0.011733887294325408,0.004354372650853125,0.26908626458796026,0.019942686580732446,0.02356812339855143,0.025420362864885474,0.02538597131367618,0.2276580481722072,0.646942901291244
0.09062298656673318,0.26410203432921836,0.3981818799226519,0.11349610577134851,0.351044370544688,0.3314128183014782,0.3366561215414945,0.43677737356337676,0.03582192945080464,0.7619942555931433,0.03689262360983486,0.2200583765612121,0.5212713824003523,0.021020119591574345,0.4792371966910725,0.4221353124765495,0.2034877448943832,0.5346606162883425,0.06622944821764934,0.7054880273581665,0.5158607773378293,0.39038219328168366,0.4984993510441425,0.38486364873651946,0.0004674030183976828,0.0,0.012089202140578754,0.0007156000897385886,0.01562597319206278,0.0023401630184260364,0.009857889170389348,0.0017639627796269231,0.10770183432360306,0.008561649052372174,0.5468644639631468,0.00450690638716977,0.3274000690988493,0.16263777884440603,0.5762357302785323,0.28851345309996734,0.038866430810018594,0.14846173376381688,0.020528330562455285,0.027625649602480627,0.14058126107109012,0.1496302567264649,0.575631841654984,0.3302124011858279,0.4851529192219334,0.010872155483188713,0.01194570546298852,1.0818876754813808e-07,8.938556556651321e-12,0.032393286954448056,0.01211309418226925,0.002262662307629322,0.0,0.0,0.028316794103360077,0.0,6.50557781581872e-05,0.00033753917578631105,0.5011944657246371,0.8777380427728383,0.41674824817659784,0.6798790213186564,0.1985565653028629,0.6164462524248393,0.3423911428783542,0.6080112934426521,0.0005949177225356794,4.1828784634222375e-05,0.6012558279641224,3.399948796775327e-05,0.064699708241126,0.0,0.0011877658023799064,0.25136346014457134,0.49291134427934374,0.5014810893891651,0.13624656611007524,0.5027554410640004,0.20070537562576274,0.048493703061595415,0.13920932636970873,0.00037085123940858606,0.08962767844275701,0.23311672983309434,0.01227190628197104,0.003915466735659726,0.26539514827139415,0.019942686580732446,0.013367945931771163,0.025374327293124593,0.023222538036836944,0.2371843205337092,0.16836067314961747
0.12447233239832074,0.2650300105566576,0.4028018292183461,0.155892868252509,0.3522778363582673,0.3352580721758969,0.3378630344125358,0.4470209648121774,0.024913198719992053,0.7629900873067083,0.03689337621842093,0.22022070171002991,0.5217871390309539,0.020213903981262476,0.47899708576849365,0.4221353124765495,0.20094402306410944,0.5346606162883425,0.07042427142643437,0.7054880273581665,0.5158607773378293,0.41028177819529743,0.7474559945327991,0.3471532368756517,0.0004053388290198475,0.0,0.01216841260053463,0.0007245170796608197,0.01575301424471315,0.0023507046563165596,0.009952792067353531,0.0019725257894634292,0.10755807784766788,0.008631256295048675,0.5468595402046746,0.004527208466454821,0.3259948408924417,0.16261271624395426,0.5796064031667653,0.2917480724891697,0.038866430810018594,0.14846173376381688,0.002916114920086461,0.02760072092439467,0.14068747350873734,0.1496696854856625,0.586177273601138,0.35307336728987093,0.5067233922240272,0.017811012455607695,0.0204156621996379,1.096568401192153e-07,1.16350232280131e-11,0.03216983072794787,0.02128063243110747,0.002262662322597058,0.0,0.0,0.028316794103360077,0.0,6.192648090270552e-05,0.00032060453580160956,0.5011944657246371,0.8777380427728383,0.5000978978119174,0.678920886061664,0.14272348917466635,0.5980410470400572,0.3423911428783542,0.608005701398757,0.0006109866124908252,4.250290670565032e-05,0.6012558279641224,3.399948796775327e-05,0.06473242488834752,0.0,0.0007309328014645579,0.32175851107013165,0.49134022864734406,0.5051163023109836,0.13630536398998483,0.4945280907230806,0.24962731093454246,0.048552536792941,0.13926940284347147,0.0003746047944633288,0.17091789842572264,0.23311672983309434,0.012371676670311851,0.003933015623985176,0.26448469820358483,0.019942686580732446,0.011557037925255236,0.025336342222882387,0.023172708091082683,0.2372985426450881,0.1682385788107868
0.09701975909485998,0.261874891383364,0.39529441161284273,0.15271846027657282,0.34611050729037046,0.3290095346299661,0.3325615948178439,0.427975371659163,0.02762421139534901,0.73693249080178,0.01239260928793616,0.4058897205193929,0.5205571258242994,0.021230982838617702,0.48305244695189486,0.4221353124765495,0.21620552058512565,0.5346606162883425,0.061842710283619214,0.7054880273581665,0.5158607773378293,0.3654807867853618,0.651649450543644,0.3317838035797331,0.0005314825165638249,0.0,0.014722775927465957,0.00035921495329801367,0.019424398796124474,0.0011240701351058768,0.012680368112828586,0.0017561897070086877,0.08477129374152924,0.010642849792562869,0.5469305729043813,0.0021648401550003306,0.3330192032830982,0.16266045053247158,0.5795512919539463,0.2915618078986075,0.038866430810018594,0.14846173376381688,0.003921956642286056,0.00926813443774497,0.25999550786822606,0.14970863761325734,0.5924339899988216,0.3553592308527229,0.4463583317625875,0.051334241265208656,0.061335989397437576,3.814352458518935e-08,1.0513999538273457e-11,0.05507162936584018,0.058738861057155894,0.0022626624440506495,0.0,0.0,0.028316794103360077,0.0,6.562112474125917e-05,0.00028352416169305424,0.5011944657246371,0.8777380427728383,0.583447547447237,0.8078286744276207,0.2617529870860392,0.7728528134997906,0.3423911428783542,0.6078973956892882,0.001800822057562242,0.0001026072696638344,0.6012558279641224,3.399948796775327e-05,0.18829502228224207,0.09369144857592661,0.0012151757824348274,0.2908776632584472,0.4818087938132132,0.29929589549227725,0.39644381441337695,0.7522186568566855,0.2260444292985153,0.048545182576522794,0.40512418373658154,0.00044517162949249286,0.09004455136574656,0.23311672983309434,0.015255014584702775,0.001880837001544003,0.26972968228986544,0.019942686580732446,0.011449659780506717,0.024488323400568987,0.008917641426764721,0.36011855124736597,0.16867999433412562
0.12790072534596011,0.2622460818743399,0.3987593735846136,0.1484882583000688,0.34931751840567704,0.3318934750357804,0.3353594382916186,0.43604943205499097,0.024705272451561094,0.7420080743702054,0.04780071451992783,0.18847365942675695,0.052112242163437066,0.022949544570348843,0.4839595748678193,0.4221353124765495,0.22129296424567305,0.5346606162883425,0.0629031538195772,0.7054880273581665,0.5158607773378293,0.3906037999343934,0.576738185715441,0.41052069643884675,0.00032078074443560415,0.0,0.002552625309276621,0.003946562964837915,0.02327825507388511,0.0018142918741661238,0.015546234174908968,0.0017839612974543124,0.0727047906432274,0.012754421631507782,0.5469295378410365,0.0034941341998341448,0.3295176545556941,0.0016337210612210784,0.5793077359488361,0.29146336722377914,0.038866430810018594,0.14846173376381688,0.0027851702196140774,0.035803390025161135,0.1204150591999181,0.014976310368273979,0.5955696328000245,0.37136194041806037,0.4277190822956434,0.0393620543910654,0.04672206879493175,1.4433009560293565e-07,1.4372030481877512e-11,0.027907239856688425,0.04637776941289765,0.002262662542604517,0.0,0.0,0.028316794103360077,0.0,6.71877592326551e-05,0.0002537369556973078,0.5011944657246371,0.8590627652670333,0.5000978978119174,0.6773525353805774,0.2520546292099406,0.6302388510547134,0.3423911428783542,0.6076480250905545,0.0014792335189191261,0.00011562662438220793,0.6012558279641224,3.399948796775327e-05,0.049643845637854886,0.49400945612761304,0.0003654664007322788,0.287889194115381,0.49238763906867716,0.30313911787283737,0.10447254815772539,0.5587026833133932,0.22353561210319328,0.04999396321090773,0.10680383368884223,0.0003753555054742773,0.12797998735779723,0.23311672983309434,0.018281646022842588,0.00303535504012243,0.2672767450781948,0.019942686580732446,0.0101885514193905,0.02537835254388393,0.029595219998704316,0.2112429280719589,0.16855831757656436
0.13384656518904167,0.26410203432921836,0.4022243355563845,0.16763422133651518,0.351044370544688,0.3347774154415947,0.3380649093465888,0.4359573473010651,0.025715271739951053,0.7444735754019319,0.03818525107743874,0.21522144938578971,0.05220346442463195,0.020636720680002676,0.4831137302801931,0.4221353124765495,0.2136617987548519,0.5346606162883425,0.06583353149123379,0.7054880273581665,0.5158607773378293,0.3535854978359046,0.7011220798487864,0.4074416650318802,0.0005906870188440043,0.0,0.0026671101863003283,0.003416872320715012,0.023404350120958577,0.001608908631173693,0.01563922765146554,0.000580216352735592,0.07013344847937565,0.01282351054693186,0.5468508387845157,0.003098587803120807,0.32563674545822385,0.0016210911914665282,0.5789850686865787,0.2914220407140604,0.038866430810018594,0.14846173376381688,0.0025229497391889406,0.028467039286289547,0.13781695855036935,0.014965165121510306,0.6223068169831353,0.3744100359394253,0.44565935631513,0.014843236225441755,0.01679302861985987,1.1476578966091886e-07,1.107305054101335e-11,0.031423894815538055,0.016349106351863336,0.0022626623195537775,0.0,0.0,0.028316794103360077,0.0,6.202680209350085e-05,0.00023302492284363384,0.5011944657246371,0.8590627652670333,0.5000978978119174,0.6792513896859492,0.15897189976871384,0.6072361127933038,0.3423911428783542,0.6080124456489432,0.0005788488325805652,4.206903429238315e-05,0.6012558279641224,3.399948796775327e-05,0.06179808008065144,0.0,0.00017359654034783243,0.2912097153854545,0.4824372400660131,0.5013226059920287,0.13012564741969004,0.5115312551790825,0.22629531101804756,0.049229124703415186,0.13295530476769732,0.00037910906052902014,0.1317318436647033,0.23311672983309434,0.018380670641957392,0.0026917455552689837,0.26414822752635186,0.019942686580732446,0.010682348481169128,0.024848068232748082,0.023725130501511597,0.23458996617492608,0.1681385520359591
