RAW_VALUE_t_1,RAW_VALUE_t_2,RAW_VALUE_t_3,RAW_VALUE_t_4,RAW_VALUE_t_5,RAW_VALUE_t_6,RAW_VALUE_t_7,RAW_VALUE_t_8,RAW_VALUE_t_9,RAW_VALUE_t_10,RAW_VALUE_t_11,RAW_VALUE_t_12,RAW_VALUE_t_13,RAW_VALUE_t_14,RAW_VALUE_t_15,RAW_VALUE_t_16,RAW_VALUE_t_17
0.7038240327019213,0.5824525983412207,0.7284943654727735,0.6132449550908292,0.6517033718719536,0.4291109333568044,0.687239609733295,0.5388856946378155,0.6711330048279832,0.4558488339617472,0.5497384667679054,0.3762199756168676,0.5673963306838614,0.48564825133286227,0.7317670108223909,0.6681913798614233,0.4932145111173242
0.707459174473645,0.5837474122137323,0.7310925391186152,0.6190079410194593,0.6574592645230016,0.43133318023242945,0.6897545527266925,0.542188139995122,0.6772007722898399,0.45945555447651104,0.5526094827063567,0.37842469014984426,0.5699641883298465,0.4874152574734591,0.7385592525193434,0.6726955596511913,0.49519185113249464
0.7491875727282244,0.6194842750950503,0.7773567924252156,0.6539372581722541,0.6928277101550996,0.4563211117672354,0.7314868880233828,0.5748456551951531,0.7160344840457226,0.4843978047969195,0.5845571707023135,0.400180646767708,0.6035968604248234,0.5157409013636313,0.7793127027010583,0.7110180073706921,0.5247420991369848
0.7522168575379943,0.6201316820313061,0.7781111009030406,0.6547806219666878,0.6913887369923376,0.4557778958643049,0.7313297040862955,0.5742340912400963,0.7152760131129905,0.4843978047969195,0.5845571707023135,0.39934867901941495,0.602344246938977,0.5157409013636313,0.7785041024990402,0.7110180073706921,0.5236435769063346
0.7802377420283652,0.6285479722026309,0.792359149928624,0.6663065938239481,0.7031277285832909,0.4632841519775272,0.7452404825185257,0.5864653703412316,0.7327208445658284,0.49608154730953447,0.5979959687120852,0.4101642597472248,0.6180019155120575,0.5285918551134259,0.8003363079535305,0.7265242000895652,0.5379243659047872
0.7552461423477641,0.6253109375213521,0.7847322530972823,0.6600516456818983,0.6996438988208145,0.46130882142141605,0.738167205349595,0.5791266028805504,0.7221022515075792,0.49049367045567516,0.5937199875271578,0.4060044210057595,0.6098599278540556,0.5216309218322871,0.7914417057313308,0.7243090297011548,0.5313332325208859
0.7438863243111272,0.6143050196050043,0.7683889027444072,0.6468389462357707,0.6871475529336706,0.45192600127988813,0.7229203634521225,0.5675068877344719,0.7076154566923963,0.47982590555285276,0.5796703350623966,0.3968527757745357,0.5967074862526681,0.5087799680824926,0.7728439010849132,0.7051108863349309,0.5192494879837338
0.7408570395013574,0.6110679849237254,0.7693108353284156,0.64782287066261,0.6842696066081465,0.45098771926573533,0.7246493867600833,0.5695250487861592,0.7099667165838659,0.4803338943577491,0.5796703350623966,0.3968527757745357,0.5967074862526681,0.5119927065199412,0.7744611014889494,0.7051108863349309,0.5192494879837338
0.7454009667160121,0.6168946473500273,0.7755129272571989,0.6511963258403447,0.6895710866814803,0.4549877636418604,0.7304651924323151,0.573377901703017,0.7145175421802583,0.4838898159920232,0.5833354617923343,0.39934867901941495,0.6017179401960537,0.5157409013636313,0.7793127027010583,0.7102796172412219,0.5236435769063346
0.7575181059550915,0.6266057513938637,0.7850675013096491,0.6602624866305068,0.7010071365539573,0.46165450426873544,0.7397390447204685,0.580349730790664,0.7236191933730433,0.49049367045567516,0.5924982786171785,0.40558843713161297,0.6098599278540556,0.5221663782385286,0.7898245053272944,0.7220938593127443,0.5302347102902357
